"ID","log2FoldChange","pvalue","padj","371-LV","372-LV","373-LV","378-LV","379-LV","380-LV","381-LV","383-LV","392-LV","393-LV","Gene.name"
"ENSMUSG00000000184",-0.344269381520061,1.18761160354847e-07,1.54110677910903e-05,5053.58559231335,4901.63949927752,4363.8241791302,6001.21441868864,5592.10672558664,5897.18958513717,6100.14656003992,4301.24066437385,4435.37343767813,4566.64676227571,"Ccnd2"
"ENSMUSG00000000194",0.0133264712731247,0.84014971403268,0.948019219849503,1478.13719819724,1363.0793792744,1344.28284539243,1416.8574893375,1247.76126799424,1488.0758766234,1313.19054608391,1433.34061244082,1436.03902738332,1424.8708098738,"Gpr107"
"ENSMUSG00000000197",-0.0901091460939513,0.785438273106417,0.924230827122462,22.5154180989679,27.2313305515418,23.6411173537784,31.0764843315292,11.6522453042264,41.9176303274197,40.837801238761,28.0330221820909,34.2613264883546,23.5339022651829,"Nalcn"
"ENSMUSG00000000223",-0.187494033214816,0.635125434196262,NA,11.257709049484,7.56425848653939,13.8585860349735,8.05686630817424,11.6522453042264,12.4200386155317,12.7618128871128,8.53178935976679,5.8733702551465,12.836673962827,"Drp2"
"ENSMUSG00000000244",0.648017723704445,0.0992103948121599,0.387457374845809,12.3834799544323,12.102813578463,9.78253131880485,12.6607899128452,10.1957146411981,6.98627172123661,10.2094503096902,23.1577139765098,25.4512711056348,10.6972283023558,"Tspan32"
"ENSMUSG00000000253",-0.013458951913521,0.855135028883163,0.953834853837115,3438.1043437124,3485.61031059735,3437.74454761667,3175.55630632182,4172.47483935506,3313.82155310656,3625.63104122875,3558.97499007414,3506.40204232246,3586.78064977991,"Gmpr"
"ENSMUSG00000000266",0.0574578866577082,0.528713154734155,0.800282625834039,586.526641478114,561.267979701223,590.212722901226,642.247342851603,513.18430360697,671.458337652185,584.491030229766,625.258277365766,640.197357810969,694.250116822894,"Mid2"
"ENSMUSG00000000275",0.111798403698819,0.152606191547545,0.478715520179573,955.779498301188,947.045162514732,908.960201705618,797.629764509249,1003.5496268265,877.16522722193,952.031241378615,1017.72058791504,1052.31217071375,1036.56142249828,"Trim25"
"ENSMUSG00000000276",-0.123370774906501,0.29781827019601,0.640486364987134,1003.06187630902,736.758776588937,670.103395338132,654.908132764449,869.548805827894,749.083578999259,675.099901728267,648.415991342276,746.89691744613,830.104916262814,"Dgke"
"ENSMUSG00000000278",0.224908403050155,0.00420548774840981,0.0597699939709711,378.259024062661,432.675585430053,448.366018778556,402.843315408712,385.495115481489,349.31358606183,431.349275584413,477.78020414694,451.270614603756,455.701925680359,"Scpep1"
"ENSMUSG00000000282",0.0891031757112079,0.358208095982775,0.689213436868354,522.357699896055,540.088055938912,573.093293093318,485.71394029279,542.314916867536,561.230494939341,684.033170749246,602.100563389256,666.627523959128,584.068665308629,"Mnt"
"ENSMUSG00000000290",0.120369547118966,0.477529650691627,0.766607197574887,120.457486829478,148.259466336172,120.651219598593,176.100077878665,115.065922379236,121.095376501435,148.037029490509,117.007396933944,197.736798589932,150.830919063217,"Itgb2"
"ENSMUSG00000000295",-0.0741043650131733,0.693600926861012,0.883603067877294,48.408148912781,59.0012161950072,44.8366018778556,57.5490450583874,65.058369615264,47.3513972217148,65.0852457242753,47.534255004415,53.839227338843,66.3228154746062,"Hddc2"
"ENSMUSG00000000296",-0.114627754058676,0.349096293620319,0.68322150684538,253.298453613389,208.773534228487,171.194298079085,254.366779158072,219.936130117273,251.505781964518,236.093538411587,223.045350405332,265.280556524117,252.454587935598,"Tpd52l1"
"ENSMUSG00000000301",0.118681522235029,0.676623800258532,0.875204776509611,21.3896471940195,27.2313305515418,26.9019611267133,27.623541628026,25.7320417134999,31.8263489523001,16.5903567532466,28.0330221820909,38.1769066584523,14.9761196232982,"Pemt"
"ENSMUSG00000000305",-0.551944327897208,1.02076280369271e-05,0.000640709824704353,218.399555559989,163.387983309251,165.487821476449,233.649122937053,198.088170171848,287.213392984172,276.931339650348,179.167576555102,164.454367144102,152.970364723689,"Cdh4"
"ENSMUSG00000000317",-0.321885015297698,0.189773288431679,0.528613839539054,1105.50702865932,1128.58736619168,972.546655277849,1210.83190802847,1235.138002248,954.790468569003,729.975697142852,931.183867265975,661.733048746506,498.490838889782,"Bcl6b"
"ENSMUSG00000000318",0.19677758582572,0.27851821554589,0.62350731774212,57.4143161523682,60.5140678923151,66.0320864019328,42.5862933432067,74.7685740354526,55.8901737698929,68.9137895904091,81.6614124434821,69.5015480192336,69.531983965313,"Clec10a"
"ENSMUSG00000000320",-0.0348965690256621,0.814294832197977,0.936621071442146,275.813871712357,363.084407353891,230.704696935148,302.707977007118,304.900418793924,286.437140570701,367.540211148849,257.172507844399,393.515807094816,257.803202086776,"Alox12"
"ENSMUSG00000000325",-0.332400361076419,2.45746152523636e-05,0.00125587886800871,747.511880885735,547.652314425452,574.723714979785,721.665025032178,769.048190078941,740.54480245108,634.262100489506,632.571239674137,599.083766024943,522.024741154965,"Arvcf"
"ENSMUSG00000000326",0.391909028211935,1.27290191944941e-09,3.1140189088432e-07,4481.69397259956,6172.43492501614,5677.12900867975,4573.99810124063,3987.49544515047,4039.6175597017,4552.13865683314,5248.26928330797,5769.60738063892,5503.72396156208,"Comt"
"ENSMUSG00000000339",-0.0546530441161732,0.491249905632306,0.774775136519859,461.566071028842,438.726992219285,453.257284437958,483.411978490454,520.952467143121,511.550340477214,451.768176203793,519.220323894379,448.333929476183,489.933056247898,"Rtca"
"ENSMUSG00000000340",-0.113727009627448,0.129297355037241,0.441152238073237,2145.71934483164,1773.06218924483,2095.09212411071,2222.54412015492,2136.73048266251,2351.26856040285,2182.27000369629,1919.65260594753,2055.67958930128,2348.04161236711,"Dbt"
"ENSMUSG00000000346",0.0488461173842489,0.500850906705103,0.780688649517226,5631.10606655187,5605.11553852569,5446.4243117446,5592.61619877409,4502.62178964148,5927.46342926253,5596.05495099896,5649.26338321701,5703.04251774726,5771.15466912098,"Dazap2"
"ENSMUSG00000000355",0.138624702634996,0.112507946585491,0.411530955409895,553.879285234611,629.346306080077,559.234707058344,573.188488781538,460.749199737951,481.276496351855,570.453036053942,605.757044543442,541.328958516003,560.534763043446,"Mcts1"
"ENSMUSG00000000359",-0.0147835200300391,0.90527860923832,0.973056852928002,168.865635742259,139.182356152325,133.694594690333,150.778498052975,148.566127628886,169.999278550091,171.008292687312,186.480538863474,181.095582867017,158.318978874867,"Rem1"
"ENSMUSG00000000365",-0.136876913629317,0.733275348546515,0.899719275851128,12.3834799544323,16.6413686703867,7.33689848910364,11.5098090116775,16.5073475143207,6.98627172123661,15.3141754645354,14.6259246167431,13.7045305953418,6.41833698141351,"Rnf17"
"ENSMUSG00000000374",-0.15794575331096,0.0234613745947361,0.179722551799786,1752.82529900465,1403.92637510171,1559.49853440614,1805.8890339322,1751.23536718102,1959.26109160013,1688.38784496502,1678.32484977127,1708.17184920511,1675.18595214893,"Trappc10"
"ENSMUSG00000000378",-0.0301747250552619,0.650488779565101,0.86286613844,701.35527378285,733.733073194321,644.016645154653,669.870884479629,708.844922673772,662.919561104007,677.65226430569,674.011359421576,688.163214894665,621.508964366875,"Ccm2"
"ENSMUSG00000000384",0.0538168688467266,0.244010927044456,0.588796269548084,2394.51471482524,2364.58720289221,2297.26443803267,2272.03629890513,2275.1008956502,2227.06817424754,2238.42198039959,2313.33374354819,2404.16622443997,2459.29278671161,"Tbrg4"
"ENSMUSG00000000386",0.296148251627395,0.507985368993835,0.786620905001038,16.8865635742259,9.07711018384727,18.749851694376,10.3588281105097,4.85510221009433,9.31502896164881,24.2474444855143,18.2824057709288,21.5356909355372,8.55778264188468,"Mx1"
"ENSMUSG00000000392",0.458496834502626,0.00189245526026509,0.0346516685263018,120.457486829478,124.053839179246,128.803329030931,87.4745484887489,91.7614317707827,83.0590082413686,95.713596653346,165.760478989755,115.509615017881,120.878679816621,"Fap"
"ENSMUSG00000000399",-0.0139926633872546,0.819647957276526,0.938726513157145,15319.4904745378,15621.7066264011,14273.5284050795,14226.1239384334,16132.5336237014,13810.3066880578,14112.0126905693,14786.8097875272,14746.0749205878,13480.6471066288,"Ndufa9"
"ENSMUSG00000000416",-0.174377671849037,0.530707479871425,0.801026370195335,45.0308361979358,21.1799237623103,32.6084377293495,36.8313888373679,31.0726541446037,26.392582058005,45.9425263936061,30.4706762848814,52.8603322963185,22.4641794349473,"Cttnbp2"
"ENSMUSG00000000420",-0.138460646717256,0.039990028523857,0.243381401167014,2797.54069879676,2742.80012721918,2698.34822210367,3045.49546448986,2983.94581832397,3222.22376831702,2700.39960691307,2537.59792100492,2503.03462373493,2927.83138635479,"Galnt1"
"ENSMUSG00000000439",-0.139855427529368,0.019038896945594,0.159706272692018,1078.48852694056,996.969268525891,994.55735074516,1037.03379195214,1108.41983456453,1145.7485622828,1045.19247545454,906.80732623807,1001.40962850248,1021.58530287498,"Mkrn2"
"ENSMUSG00000000440",0.126245596590397,0.366471299592125,0.69675770210387,326.473562435035,391.82858960274,331.790853896131,367.162907472512,328.204909402376,228.994461973867,413.482737542455,305.925589900209,379.811276499474,401.146061338344,"Pparg"
"ENSMUSG00000000441",-0.0425036112243557,0.545673295206555,0.810740998045343,1670.64402294342,1378.20789624748,1655.69342570772,1569.93794919281,1631.7998528127,1659.62766000043,1436.9801310889,1521.09616014128,1511.4139456577,1667.69789233728,"Raf1"
"ENSMUSG00000000486",0.260964605147629,0.162104323223664,0.491583583716061,78.8039633463877,71.1040297734703,70.1081411181015,62.1529686630584,80.5946966875658,57.4426785968343,48.4948889710287,103.600299368597,83.2060786145755,69.531983965313,"Sept1"
"ENSMUSG00000000489",0.00163475415637849,0.98679122752336,0.997080742659022,1680.77596108795,2199.68636788565,1694.82355098294,1830.05963285672,2184.79599454245,1698.44028067397,1850.46286863136,1864.80538863474,1924.507653603,1587.46868006961,"Pdgfb"
"ENSMUSG00000000530",0.0089762706588129,0.902048048910317,0.972283353838112,1155.04094847705,1369.13078606363,1174.71896919982,1179.75542369694,1195.81167434623,1210.95376501435,1373.17106665334,1293.17550153037,1174.6740510293,1146.74287401255,"Acvrl1"
"ENSMUSG00000000531",0.0715254311470344,0.428475089826518,0.73656649757875,392.89404582699,446.291250705824,348.095072760806,351.049174856163,400.545932332782,376.482420533306,395.616199500497,448.528354913454,384.705751712096,399.006615677873,"Grasp"
"ENSMUSG00000000532",0.100665665973629,0.286422999898378,0.630240405114051,562.885452474198,665.654746815466,720.646473818624,658.361075467952,726.323290630111,759.174860374378,744.013691318676,727.639749682967,748.854707531179,839.732421734934,"Acvr1b"
"ENSMUSG00000000538",-0.0878625131963128,0.284086926969368,0.628249734908696,4316.20564957215,3833.56620097816,4717.62572849364,4691.39815315974,5337.6993697777,5192.35239370574,4547.03393167829,4507.22243605965,4746.6620612009,4858.68109493003,"Tom1l2"
"ENSMUSG00000000552",0.00151006037316945,0.989021763196062,0.997565686787243,445.805278359565,413.008513365051,385.594776149558,417.806067123893,381.125523492405,497.577797034741,482.396527132864,514.345015688798,504.130946900075,406.494675489522,"Zfp385a"
"ENSMUSG00000000555",-0.0919985103560572,0.213615506104195,0.557260394283333,1583.95966326239,1585.46857877866,1523.62925290386,1733.37723715863,1653.16230253712,1876.97833577224,1556.94117222776,1783.14397619126,1484.00488446702,1520.07614176477,"Itga5"
"ENSMUSG00000000561",-0.140343368007546,0.0433682217320959,0.254125128630667,672.085230254192,661.116191723543,593.473566674161,646.851266456274,724.866759967083,648.947017661534,690.414077192803,577.724022361351,602.020451152517,646.112589462293,"Wdr77"
"ENSMUSG00000000563",0.0770100703866967,0.269975855556707,0.616607145516721,29630.2902182418,32574.7227464332,28591.0782010937,27692.600482096,28549.4575260177,24915.3737151702,25872.0232660438,28805.7585326755,26942.1282553995,27251.1891002515,"Atp5f1"
"ENSMUSG00000000567",0.0513800641108582,0.78148567062123,0.923126459717337,75.4266506315425,68.0783263788545,101.086156960983,101.286319302762,58.7467367421413,69.8627172123661,88.0565089210783,67.035487826739,81.2482885295266,80.2292122676688,"Sox9"
"ENSMUSG00000000568",0.0768279806464719,0.17056164089026,0.502711526379035,2462.06096912214,2372.15146137875,2345.36188368346,2331.88730576586,2097.40415476075,2346.61104592203,2205.24126689309,2458.37416266423,2434.51197075823,2447.52583557902,"Hnrnpd"
"ENSMUSG00000000579",0.205497274255601,0.578870576152064,0.828234478227924,41.6535234830906,31.7698856434654,26.9019611267133,43.7372742443744,9.71020442018865,19.4063103367684,51.0472515484512,43.8777738502292,46.986962041172,36.3705762280099,"Dynlt1c"
"ENSMUSG00000000581",-0.0824418876069457,0.30028781155807,0.642297414067529,986.175312734794,1077.15040848321,908.144990762384,1028.97692564397,886.541663563224,1012.23314716584,945.650334935059,876.336649953188,831.08189110323,901.776345888598,"C1d"
"ENSMUSG00000000594",0.0602652907291325,0.480785702565406,0.767793710762642,659.70175029976,626.320602685461,663.581707792263,627.284591136423,599.605122946649,615.568163882292,754.223141628367,622.820623262975,743.960232318557,722.06291040902,"Gm2a"
"ENSMUSG00000000600",-0.0508579502834943,0.456741520766282,0.754440072948489,1062.72773427129,1012.09778549897,1080.1544997847,1193.56719451095,967.13636025079,1130.99976642686,1064.33519478521,1021.37706906922,1065.03780626657,1037.63114532852,"Krit1"
"ENSMUSG00000000605",0.11375226956515,0.0199887800046336,0.164077317936825,2580.26691414172,2759.44149588957,2864.65125452335,2628.84037826714,2405.21763488073,2640.03445821397,2642.97144892106,2716.76549756002,2722.3071132604,2872.20579918254,"Clcn4"
"ENSMUSG00000000627",-0.471435711119531,0.191653822127025,0.530377789426957,12.3834799544323,6.05140678923151,17.9346407511422,16.1137326163485,16.0218372933113,17.0775530963562,30.6283509290707,10.9694434625573,15.6623206803907,12.836673962827,"Sema4f"
"ENSMUSG00000000628",-0.337571349776472,1.37712654926415e-07,1.6844966798909e-05,11420.9458307015,9574.83839226156,10422.4719092433,12679.2056072639,13804.5121139612,13850.6718135583,12119.893698891,10035.8219411885,10086.5345181716,10437.2856546086,"Hk2"
"ENSMUSG00000000631",-0.171248204762735,0.0503879594015466,0.274630941617706,8292.42848584988,6052.91964092882,7493.41899020452,7660.92887817253,8707.62581380417,8921.46898801915,6785.45591207788,7343.43298465641,7624.61348622269,7337.22889258587,"Myo18a"
"ENSMUSG00000000632",0.294692826983704,0.304074083154418,0.644160771963147,36.0246689583486,42.3598475246206,29.3475939564146,21.8686371221872,25.7320417134999,22.5113199906513,11.4856315984015,25.5953680793004,24.4723760631104,25.673347925654,"Sez6"
"ENSMUSG00000000682",0.78803308360098,0.00156074876056146,0.0302088894343173,33.7731271484519,60.5140678923151,52.988711310193,47.1902169478777,25.2465314924905,32.6026013657708,48.4948889710287,56.0660443641817,96.9106092099173,49.2072501908369,"Cd52"
"ENSMUSG00000000686",-0.268647593303077,0.331874088888407,0.669790815418785,33.7731271484519,12.102813578463,33.4236486725832,26.4725607268582,28.6451030395565,30.2738441253586,28.0759883516482,15.8447516681383,30.3457463182569,26.7430707558896,"Abhd15"
"ENSMUSG00000000693",0.156718212958768,0.202281537883256,0.544390872828104,145.224446738343,145.233762941556,167.118243362916,180.704001483336,131.087759672547,142.830444078615,142.932304335663,170.635787195336,185.011163037115,150.830919063217,"Loxl3"
"ENSMUSG00000000708",-0.0137993244718964,0.86117893765514,0.955058453258474,2832.43959685016,2526.46233450416,2954.32445827907,2921.18952716374,2701.86437991749,3312.26904827962,2719.54232624374,2787.45746654095,2862.2891043414,3212.37765919746,"Kat2b"
"ENSMUSG00000000711",0.0128986135784006,0.852734993378705,0.953312633223863,2447.42594735781,2102.86385925795,2359.22046971844,2315.77357314951,2095.46211387671,2505.74279068353,2369.86865313685,2374.27509611796,2451.15318648114,2535.24310765834,"Rab5b"
"ENSMUSG00000000732",0.307882857264542,0.0335605101237238,0.221494189706282,184.626428411537,236.004864780029,236.411173537784,211.780485814866,156.334291165037,214.245666117923,276.931339650348,274.236086563932,301.499673097521,233.199576991357,"Icosl"
"ENSMUSG00000000738",0.0388878278904497,0.667775358159546,0.87078046747771,3572.07108140126,3461.40468344042,3597.52589249049,3120.30922306576,4362.30933576975,3179.52988557613,3155.996326983,3563.85029827973,3566.11463991645,3690.54376431277,"Spg7"
"ENSMUSG00000000739",-0.0884568011852819,0.773922205798273,0.919565346804898,28.1442726237099,22.6927754596182,20.3802735808434,47.1902169478777,29.130613260566,22.5113199906513,14.0379941758241,39.0024656446482,23.493481020586,27.8127935861252,"Sult5a1"
"ENSMUSG00000000740",0.128053899992081,0.0432020253505236,0.253920371920388,8305.93773670926,9934.89709622084,8410.53130134247,7901.48388651659,8073.06395494484,7739.23656230322,7835.75311268726,8824.30785210165,7944.71216512817,8457.22869584253,"Rpl13"
"ENSMUSG00000000743",-0.050105605068312,0.360183474990305,0.690787559090133,1820.37155330156,1881.987511451,1914.11529471282,1910.62829593846,2086.72292989854,1854.46701578158,1937.24319626372,1863.58656158334,1810.95582867017,1822.80770272144,"Chmp1a"
"ENSMUSG00000000751",0.0401166564650051,0.553571661551795,0.815309918055867,1695.41098285228,1568.82721010827,1751.8883170093,1567.63598739047,1732.30046856166,1643.32635931754,1741.9874590909,1596.66343732778,1775.71560713929,1915.87358895193,"Rpa1"
"ENSMUSG00000000753",0.182126343018938,0.0839475731425379,0.355434580466052,435.673340215029,596.063568739304,724.722528534793,549.017889857016,574.358591454159,600.819368026348,615.119381158837,554.566308384841,668.585314044177,601.184230592399,"Serpinf1"
"ENSMUSG00000000759",-0.0305126564270695,0.620384350889296,0.848428719865311,678.839855683882,703.476039248163,632.603691949381,694.041483404152,708.359412452762,682.325871440775,680.204626883112,680.105494678552,666.627523959128,700.668453804308,"Tubgcp3"
"ENSMUSG00000000776",-0.15903839552519,0.0378341530734933,0.235347672495098,567.388536093991,521.933835571218,510.32205046432,516.790424624319,539.40185554148,527.851641160099,528.33905352647,483.874339403916,422.882658370548,465.329431152479,"Polr3d"
"ENSMUSG00000000782",0.252328373882559,0.373275292737837,0.70103035408089,27.0185017187615,25.7184788542339,19.5650626376097,18.415694418684,18.9348986193679,13.9725434424732,19.1427193306692,26.8141951306956,25.4512711056348,18.1852881140049,"Tcf7"
"ENSMUSG00000000787",-0.106598642013363,0.0945339600276431,0.377611435948054,4740.62128073769,4701.94307523288,4704.5823534019,4996.40809196919,4864.81241451451,5034.77315377118,4271.37877331666,4087.94593037969,4383.49200042434,4335.58663094482,"Ddx3x"
"ENSMUSG00000000794",0.224050894644789,0.340287439378736,0.676900754178736,51.7854616276262,40.8469958273127,48.9126565940243,40.2843315408712,27.1885723765282,31.0500965388294,52.3234328371625,36.5648115418577,47.9658570836964,54.5558643420148,"Kcnn3"
"ENSMUSG00000000804",-0.212228359205814,0.0213990259298026,0.170677532843637,710.361441022437,626.320602685461,696.190145521612,893.161179306172,787.4975784773,918.306605135879,731.251878431564,659.385434804833,736.129071978362,768.06099210915,"Usp32"
"ENSMUSG00000000805",0.383633278118964,0.00127939441165039,0.0261143317011322,485.207260032758,475.035432954674,419.833635765375,387.880563693531,382.582054155433,423.833817755021,357.330760839158,588.693465823908,619.640561917956,554.116426062033,"Car4"
"ENSMUSG00000000811",0.120972903457192,0.0667672980895176,0.317901893608131,592.155496002856,652.039081539695,627.712426289978,561.678679769861,634.076348638319,588.399329410817,629.157375334661,686.199629935529,646.070728066115,665.367600406534,"Txnrd3"
"ENSMUSG00000000823",-0.022951752213517,0.792176925555802,0.927110768054163,597.784350527598,508.318170295447,639.12537949525,583.547316892048,648.156145047592,579.860552862639,629.157375334661,554.566308384841,685.226529767092,594.765893610985,"Zfp512b"
"ENSMUSG00000000826",-0.0614017456701036,0.287684168909292,0.631515630880622,2349.4838786273,2104.37671095526,2314.38386784058,2499.93051733635,2411.04375753284,2518.93908171253,2232.04107395603,2309.67726239401,2350.32699710113,2429.34054746501,"Dnajc5"
"ENSMUSG00000000827",0.0688385464923044,0.379886973662873,0.703655769255978,1295.7623115956,1493.18462524288,1359.77185331387,1272.98487669153,1363.31270059449,1111.59345609009,1371.89488536463,1276.11192281083,1219.70322298542,1384.22134232485,"Tpd52l2"
"ENSMUSG00000000838",-0.00134964810331086,0.987943807981571,0.997255489469195,425.541402070493,385.777182813509,410.05110444657,377.521735583021,378.697972387357,383.468692254543,473.463258111885,439.996565553687,374.916801286852,416.122180961642,"Fmr1"
"ENSMUSG00000000861",0.0330602502344689,0.809514655888299,0.93473754473792,109.199777779994,111.951025600783,123.096852428294,115.098090116775,109.239799727122,94.7027944434296,93.1612340759235,101.162645265806,107.678454677686,88.7869949095535,"Bcl11a"
"ENSMUSG00000000869",-0.00401402034370417,0.989749415891648,0.997907609847379,31.5215853385551,22.6927754596182,22.8259064105447,18.415694418684,12.6232657462452,24.0638248175928,37.0092573726271,20.7200598737193,29.3668512757325,23.5339022651829,"Il4"
"ENSMUSG00000000876",0.362408753270105,0.000343794365682267,0.00969838056536195,1070.60813060592,1155.81869674322,1170.64291448365,957.616109771566,722.439208862036,912.096585828113,1070.71610122876,1282.20605806781,1264.73239494155,1191.67123288244,"Pxmp4"
"ENSMUSG00000000881",0.0160810527495816,0.879277391318558,0.963447717219378,165.488323027414,164.900835006559,150.814024498242,157.684383459981,176.240210226424,159.907997174971,155.694117222776,177.948749503707,167.391052271675,170.085930007458,"Dlg3"
"ENSMUSG00000000884",-0.0167254632529442,0.913928312725777,0.975864517914842,101.319381445356,96.8225086277042,102.716578847451,86.3235675875811,111.667350832169,99.360308924254,74.0185147452543,98.7249911630157,100.826189380015,73.8108752862553,"Gnb1l"
"ENSMUSG00000000889",0.986974735902648,7.75780524653765e-06,0.000514106774808151,82.1812760612329,152.798021428096,222.55258750281,47.1902169478777,68.9424513833394,69.8627172123661,100.818321808191,115.788569882549,112.572929890308,121.948402646857,"Dbh"
"ENSMUSG00000000901",-0.0376884550266445,0.761615830673358,0.912679116770138,222.902639179782,201.209275741948,171.194298079085,209.47852401253,251.008784261877,204.930637156274,179.941561708291,214.513561045565,245.702655673629,216.084011707588,"Mmp11"
"ENSMUSG00000000902",0.0127086768457466,0.879624039434372,0.9634985658317,630.431706771101,694.398929064316,622.005949687342,646.851266456274,699.134718253583,549.58670873728,574.281579920076,622.820623262975,602.999346195041,597.975062101692,"Smarcb1"
